Date,Open,High,Low,Close,Adj Close,Volume
2007-08-08,1476.219970703125,1503.8900146484375,1476.219970703125,1497.489990234375,1497.489990234375,5499560000
2007-08-09,1497.2099609375,1497.2099609375,1453.0899658203125,1453.0899658203125,1453.0899658203125,5889600000
2007-08-10,1453.0899658203125,1462.02001953125,1429.739990234375,1453.6400146484375,1453.6400146484375,5345780000
2007-08-13,1453.4200439453125,1466.2900390625,1451.5400390625,1452.9200439453125,1452.9200439453125,3696280000
2007-08-14,1452.8699951171875,1456.739990234375,1426.199951171875,1426.5400390625,1426.5400390625,3814630000
2007-08-15,1426.1500244140625,1440.780029296875,1404.3599853515625,1406.699951171875,1406.699951171875,4290930000
2007-08-16,1406.6400146484375,1415.969970703125,1370.5999755859375,1411.27001953125,1411.27001953125,6509300000
2007-08-17,1411.260009765625,1450.3299560546875,1411.260009765625,1445.93994140625,1445.93994140625,3570040000
2007-08-20,1445.93994140625,1451.75,1430.5400390625,1445.550048828125,1445.550048828125,3321340000
2007-08-21,1445.550048828125,1455.3199462890625,1439.760009765625,1447.1199951171875,1447.1199951171875,3012150000
2007-08-22,1447.030029296875,1464.8599853515625,1447.030029296875,1464.0699462890625,1464.0699462890625,3309120000
2007-08-23,1464.050048828125,1472.06005859375,1453.8800048828125,1462.5,1462.5,3084390000
2007-08-24,1462.3399658203125,1479.4000244140625,1460.5400390625,1479.3699951171875,1479.3699951171875,2541400000
2007-08-27,1479.3599853515625,1479.3599853515625,1465.97998046875,1466.7900390625,1466.7900390625,2406180000
2007-08-28,1466.719970703125,1466.719970703125,1432.010009765625,1432.3599853515625,1432.3599853515625,3078090000
2007-08-29,1432.010009765625,1463.760009765625,1432.010009765625,1463.760009765625,1463.760009765625,2824070000
2007-08-30,1463.6700439453125,1468.4300537109375,1451.25,1457.6400146484375,1457.6400146484375,2582960000
2007-08-31,1457.6099853515625,1481.469970703125,1457.6099853515625,1473.989990234375,1473.989990234375,2731610000
2007-09-04,1473.9599609375,1496.4000244140625,1472.1500244140625,1489.4200439453125,1489.4200439453125,2766600000
2007-09-05,1488.760009765625,1488.760009765625,1466.3399658203125,1472.2900390625,1472.2900390625,2991600000
2007-09-06,1472.030029296875,1481.489990234375,1467.4100341796875,1478.550048828125,1478.550048828125,2459590000
2007-09-07,1478.550048828125,1478.550048828125,1449.0699462890625,1453.550048828125,1453.550048828125,3191080000
2007-09-10,1453.5,1462.25,1439.2900390625,1451.699951171875,1451.699951171875,2835720000
2007-09-11,1451.68994140625,1472.47998046875,1451.68994140625,1471.489990234375,1471.489990234375,3015330000
2007-09-12,1471.0999755859375,1479.5,1465.75,1471.56005859375,1471.56005859375,2885720000
2007-09-13,1471.469970703125,1489.5799560546875,1471.469970703125,1483.949951171875,1483.949951171875,2877080000
2007-09-14,1483.949951171875,1485.989990234375,1473.1800537109375,1484.25,1484.25,2641740000
2007-09-17,1484.239990234375,1484.239990234375,1471.8199462890625,1476.6500244140625,1476.6500244140625,2598390000
2007-09-18,1476.6300048828125,1519.8900146484375,1476.6300048828125,1519.780029296875,1519.780029296875,3708940000
2007-09-19,1519.75,1538.739990234375,1519.75,1529.030029296875,1529.030029296875,3846750000
2007-09-20,1528.68994140625,1529.1400146484375,1516.4200439453125,1518.75,1518.75,2957700000
2007-09-21,1518.75,1530.8900146484375,1518.75,1525.75,1525.75,3679460000
2007-09-24,1525.75,1530.1800537109375,1516.1500244140625,1517.72998046875,1517.72998046875,3131310000
2007-09-25,1516.3399658203125,1518.27001953125,1507.1300048828125,1517.2099609375,1517.2099609375,3187770000
2007-09-26,1518.6199951171875,1529.3900146484375,1518.6199951171875,1525.4200439453125,1525.4200439453125,3237390000
2007-09-27,1527.3199462890625,1532.4599609375,1525.81005859375,1531.3800048828125,1531.3800048828125,2872180000
